"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"38965",30,"technician","married","university.degree","no","yes","no","cellular","dec","thu",2,6,1,"success",-3,92.713,-33,0.72,5023.5,"1"
"38968",83,"retired","married","high.school","no","no","no","cellular","dec","thu",1,4,3,"success",-3,92.713,-33,0.72,5023.5,"1"
"38974",53,"admin.","married","university.degree","no","no","no","cellular","dec","thu",1,6,1,"success",-3,92.713,-33,0.72,5023.5,"0"
"38977",60,"retired","married","university.degree","no","no","no","cellular","dec","fri",3,6,2,"success",-3,92.713,-33,0.718,5023.5,"1"
"38978",23,"student","single","university.degree","no","yes","no","cellular","dec","fri",2,6,2,"success",-3,92.713,-33,0.718,5023.5,"0"
"38983",25,"admin.","single","university.degree","no","no","no","cellular","dec","fri",2,4,1,"success",-3,92.713,-33,0.718,5023.5,"0"
"38994",43,"admin.","married","high.school","no","no","yes","cellular","dec","mon",2,8,2,"failure",-3,92.713,-33,0.717,5023.5,"1"
"38997",49,"housemaid","single","university.degree","no","yes","no","cellular","dec","mon",2,6,1,"success",-3,92.713,-33,0.717,5023.5,"1"
"38999",48,"admin.","married","university.degree","no","yes","no","cellular","dec","mon",4,6,2,"success",-3,92.713,-33,0.717,5023.5,"0"
"39003",38,"unemployed","single","high.school","no","yes","no","cellular","dec","mon",3,10,1,"success",-3,92.713,-33,0.717,5023.5,"0"
"39004",54,"admin.","divorced","university.degree","no","no","no","cellular","dec","wed",7,6,2,"success",-3,92.713,-33,0.715,5023.5,"1"
"39005",42,"services","married","university.degree","no","no","no","cellular","dec","wed",1,6,1,"success",-3,92.713,-33,0.715,5023.5,"1"
"39024",55,"admin.","married","professional.course","no","yes","no","cellular","dec","thu",1,9,2,"success",-3,92.713,-33,0.714,5023.5,"1"
"39027",64,"housemaid","married","basic.4y","no","no","no","cellular","dec","thu",1,6,2,"success",-3,92.713,-33,0.714,5023.5,"1"
"39030",64,"housemaid","married","basic.4y","no","no","yes","cellular","dec","thu",1,6,1,"success",-3,92.713,-33,0.714,5023.5,"0"
"39035",57,"admin.","single","high.school","no","no","no","cellular","dec","mon",1,6,2,"success",-3,92.713,-33,0.715,5023.5,"0"
"39036",54,"technician","divorced","professional.course","no","yes","no","cellular","dec","mon",1,6,1,"success",-3,92.713,-33,0.715,5023.5,"0"
"39048",43,"admin.","married","high.school","no","yes","no","cellular","dec","tue",4,6,1,"success",-3,92.713,-33,0.715,5023.5,"0"
"39049",55,"services","married","basic.9y","no","yes","no","cellular","dec","wed",1,6,1,"success",-3,92.713,-33,0.715,5023.5,"1"
"39059",76,"retired","married","university.degree","no","yes","yes","cellular","dec","thu",2,4,2,"success",-3,92.713,-33,0.712,5023.5,"1"
"39062",76,"retired","married","university.degree","no","no","yes","cellular","dec","thu",3,4,2,"success",-3,92.713,-33,0.712,5023.5,"1"
"39064",38,"unemployed","single","high.school","no","yes","no","cellular","dec","fri",4,6,1,"success",-3,92.713,-33,0.71,5023.5,"1"
"39066",21,"student","single","university.degree","no","yes","no","cellular","dec","fri",3,6,1,"success",-3,92.713,-33,0.71,5023.5,"1"
"39069",30,"self-employed","single","university.degree","no","yes","yes","cellular","dec","fri",2,6,1,"success",-3,92.713,-33,0.71,5023.5,"0"
"39072",42,"admin.","married","university.degree","no","no","no","telephone","dec","fri",5,6,1,"success",-3,92.713,-33,0.71,5023.5,"0"
"39078",28,"unemployed","single","high.school","no","yes","no","cellular","dec","mon",3,6,3,"success",-3,92.713,-33,0.709,5023.5,"0"
"39085",27,"technician","single","university.degree","no","yes","no","cellular","dec","tue",3,10,1,"success",-3,92.713,-33,0.708,5023.5,"1"
"39087",62,"retired","married","university.degree","no","yes","no","cellular","dec","wed",1,6,1,"success",-3,92.713,-33,0.706,5023.5,"1"
"39095",35,"blue-collar","married","basic.9y","no","yes","no","cellular","dec","thu",1,4,3,"success",-3,92.713,-33,0.707,5023.5,"0"
"39096",45,"admin.","married","university.degree","no","no","no","cellular","dec","thu",2,6,1,"success",-3,92.713,-33,0.707,5023.5,"1"
"39104",37,"admin.","married","university.degree","no","no","yes","cellular","dec","mon",2,6,1,"success",-3,92.713,-33,0.706,5023.5,"1"
"39105",35,"unemployed","married","professional.course","no","yes","no","cellular","dec","mon",1,6,1,"success",-3,92.713,-33,0.706,5023.5,"1"
"39106",39,"unemployed","single","university.degree","no","yes","no","cellular","dec","mon",1,6,2,"success",-3,92.713,-33,0.706,5023.5,"1"
"39107",53,"admin.","married","university.degree","no","yes","yes","telephone","dec","mon",1,6,2,"success",-3,92.713,-33,0.706,5023.5,"1"
"39118",26,"technician","single","university.degree","no","yes","no","cellular","dec","tue",1,5,1,"success",-3,92.713,-33,0.707,5023.5,"1"
"39119",27,"technician","single","university.degree","no","yes","no","cellular","dec","tue",3,6,2,"success",-3,92.713,-33,0.707,5023.5,"1"
"39121",34,"admin.","married","university.degree","no","no","yes","cellular","dec","tue",2,6,2,"success",-3,92.713,-33,0.707,5023.5,"1"
"39125",73,"retired","divorced","high.school","no","no","yes","cellular","dec","tue",3,6,2,"success",-3,92.713,-33,0.707,5023.5,"1"
"39130",59,"management","married","university.degree","no","yes","no","cellular","dec","thu",3,6,1,"success",-3,92.713,-33,0.7,5023.5,"0"
"39135",66,"retired","married","basic.4y","no","yes","no","cellular","mar","tue",1,6,1,"success",-1.8,93.369,-34.8,0.655,5008.7,"1"
"39136",66,"retired","married","professional.course","no","no","yes","cellular","mar","tue",1,21,2,"failure",-1.8,93.369,-34.8,0.655,5008.7,"1"
"39148",19,"student","single","basic.6y","no","yes","no","cellular","mar","tue",1,5,2,"success",-1.8,93.369,-34.8,0.655,5008.7,"1"
"39152",30,"technician","married","professional.course","no","yes","no","cellular","mar","tue",2,6,2,"success",-1.8,93.369,-34.8,0.655,5008.7,"1"
"39153",33,"admin.","married","university.degree","no","yes","no","cellular","mar","wed",3,4,1,"success",-1.8,93.369,-34.8,0.655,5008.7,"1"
"39154",21,"student","single","basic.9y","no","no","no","cellular","mar","wed",1,6,1,"success",-1.8,93.369,-34.8,0.655,5008.7,"1"
"39158",38,"blue-collar","single","high.school","no","yes","no","cellular","mar","wed",1,13,2,"failure",-1.8,93.369,-34.8,0.655,5008.7,"1"
"39160",37,"admin.","single","high.school","no","no","no","cellular","mar","wed",2,4,2,"success",-1.8,93.369,-34.8,0.655,5008.7,"1"
"39165",34,"technician","single","university.degree","no","yes","yes","cellular","mar","thu",3,3,2,"success",-1.8,93.369,-34.8,0.654,5008.7,"1"
"39176",25,"blue-collar","single","basic.9y","no","no","no","cellular","mar","thu",2,10,2,"success",-1.8,93.369,-34.8,0.654,5008.7,"1"
"39181",64,"retired","married","university.degree","no","no","no","cellular","mar","fri",1,3,2,"success",-1.8,93.369,-34.8,0.653,5008.7,"0"
"39184",28,"unemployed","married","high.school","no","no","no","telephone","mar","fri",4,6,1,"success",-1.8,93.369,-34.8,0.653,5008.7,"1"
"39185",72,"retired","married","professional.course","no","no","no","cellular","mar","fri",1,3,1,"success",-1.8,93.369,-34.8,0.653,5008.7,"1"
"39187",85,"retired","single","professional.course","no","no","no","cellular","mar","fri",7,7,2,"success",-1.8,93.369,-34.8,0.653,5008.7,"0"
"39188",38,"technician","single","high.school","no","no","no","cellular","mar","fri",3,17,3,"failure",-1.8,93.369,-34.8,0.653,5008.7,"0"
"39197",41,"admin.","divorced","university.degree","no","yes","no","cellular","mar","fri",2,6,3,"success",-1.8,93.369,-34.8,0.653,5008.7,"1"
"39199",43,"self-employed","married","university.degree","no","yes","no","cellular","mar","mon",2,9,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"1"
"39209",27,"services","single","university.degree","no","yes","no","cellular","mar","mon",1,6,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"1"
"39216",64,"retired","married","university.degree","no","no","no","cellular","mar","tue",2,6,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"1"
"39217",34,"admin.","single","university.degree","no","no","no","telephone","mar","tue",1,3,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"1"
"39218",42,"blue-collar","married","basic.6y","no","yes","yes","cellular","mar","tue",1,7,3,"failure",-1.8,93.369,-34.8,0.652,5008.7,"1"
"39219",34,"admin.","single","high.school","no","no","no","cellular","mar","tue",1,6,2,"success",-1.8,93.369,-34.8,0.652,5008.7,"1"
"39221",34,"admin.","single","university.degree","no","yes","no","cellular","mar","tue",1,6,3,"success",-1.8,93.369,-34.8,0.652,5008.7,"1"
"39222",34,"admin.","single","university.degree","no","no","no","cellular","mar","tue",1,6,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"1"
"39223",34,"admin.","single","university.degree","no","yes","yes","cellular","mar","tue",1,3,2,"success",-1.8,93.369,-34.8,0.652,5008.7,"1"
"39225",55,"unemployed","divorced","university.degree","no","no","no","cellular","mar","tue",3,6,3,"success",-1.8,93.369,-34.8,0.652,5008.7,"1"
"39226",34,"admin.","single","university.degree","no","no","yes","cellular","mar","tue",1,11,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"1"
"39227",34,"admin.","single","university.degree","no","no","yes","cellular","mar","tue",2,3,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"1"
"39228",64,"retired","married","university.degree","no","no","no","cellular","mar","tue",2,5,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"1"
"39229",26,"admin.","single","high.school","no","no","no","cellular","mar","tue",2,6,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"1"
"39232",38,"blue-collar","single","high.school","no","no","no","telephone","mar","tue",3,6,2,"success",-1.8,93.369,-34.8,0.652,5008.7,"1"
"39234",25,"unemployed","married","high.school","no","yes","no","cellular","mar","wed",2,6,1,"success",-1.8,93.369,-34.8,0.651,5008.7,"1"
"39244",39,"admin.","divorced","university.degree","no","yes","no","cellular","mar","thu",1,13,1,"success",-1.8,93.369,-34.8,0.65,5008.7,"0"
"39245",46,"admin.","married","university.degree","no","no","no","telephone","mar","thu",1,3,1,"success",-1.8,93.369,-34.8,0.65,5008.7,"0"
"39249",35,"technician","married","professional.course","no","no","no","telephone","mar","thu",2,6,1,"success",-1.8,93.369,-34.8,0.65,5008.7,"0"
"39250",33,"admin.","married","university.degree","no","yes","no","cellular","mar","thu",1,3,1,"success",-1.8,93.369,-34.8,0.65,5008.7,"0"
"39256",23,"student","single","high.school","no","no","no","telephone","mar","fri",1,3,1,"success",-1.8,93.369,-34.8,0.649,5008.7,"1"
"39257",38,"housemaid","single","high.school","no","yes","no","cellular","mar","fri",1,10,1,"success",-1.8,93.369,-34.8,0.649,5008.7,"1"
"39259",26,"student","single","high.school","no","no","no","cellular","mar","fri",1,6,3,"success",-1.8,93.369,-34.8,0.649,5008.7,"1"
"39262",80,"retired","married","basic.4y","no","no","no","cellular","mar","fri",3,6,4,"success",-1.8,93.369,-34.8,0.649,5008.7,"1"
"39273",33,"admin.","single","university.degree","no","no","no","cellular","mar","mon",1,6,2,"success",-1.8,93.369,-34.8,0.646,5008.7,"1"
"39282",34,"technician","married","professional.course","no","no","no","telephone","mar","mon",6,6,1,"success",-1.8,93.369,-34.8,0.646,5008.7,"1"
"39284",29,"admin.","single","university.degree","no","yes","no","cellular","mar","mon",1,3,3,"success",-1.8,93.369,-34.8,0.646,5008.7,"1"
"39285",34,"technician","married","professional.course","no","yes","no","telephone","mar","mon",1,6,1,"success",-1.8,93.369,-34.8,0.646,5008.7,"0"
"39287",31,"unemployed","single","university.degree","no","yes","no","cellular","mar","tue",1,10,1,"success",-1.8,93.369,-34.8,0.646,5008.7,"1"
"39292",46,"unemployed","single","university.degree","no","no","no","cellular","mar","tue",1,10,2,"success",-1.8,93.369,-34.8,0.646,5008.7,"1"
"39293",31,"admin.","single","university.degree","no","yes","no","telephone","mar","tue",1,3,2,"success",-1.8,93.369,-34.8,0.646,5008.7,"1"
"39295",27,"services","single","high.school","no","yes","yes","cellular","mar","tue",1,9,2,"failure",-1.8,93.369,-34.8,0.646,5008.7,"0"
"39296",52,"admin.","married","university.degree","no","no","no","cellular","mar","tue",1,6,2,"success",-1.8,93.369,-34.8,0.646,5008.7,"1"
"39301",33,"self-employed","married","university.degree","no","yes","no","cellular","mar","wed",1,11,1,"success",-1.8,93.369,-34.8,0.644,5008.7,"0"
"39302",37,"technician","married","professional.course","no","yes","yes","cellular","mar","wed",1,9,1,"success",-1.8,93.369,-34.8,0.644,5008.7,"0"
"39303",56,"retired","married","basic.4y","no","no","no","cellular","mar","wed",2,9,2,"failure",-1.8,93.369,-34.8,0.644,5008.7,"0"
"39309",28,"admin.","single","university.degree","no","yes","no","cellular","mar","thu",1,9,1,"success",-1.8,93.369,-34.8,0.643,5008.7,"0"
"39315",34,"admin.","single","university.degree","no","yes","no","cellular","mar","thu",2,6,3,"success",-1.8,93.369,-34.8,0.643,5008.7,"1"
"39316",29,"technician","single","professional.course","no","yes","yes","cellular","mar","thu",2,13,1,"success",-1.8,93.369,-34.8,0.643,5008.7,"1"
"39329",39,"technician","divorced","high.school","no","no","no","cellular","mar","mon",1,12,2,"success",-1.8,93.369,-34.8,0.639,5008.7,"1"
"39330",39,"technician","divorced","high.school","no","no","no","cellular","mar","mon",1,3,1,"success",-1.8,93.369,-34.8,0.639,5008.7,"1"
"39345",41,"technician","divorced","university.degree","no","no","no","cellular","mar","thu",1,6,1,"success",-1.8,93.369,-34.8,0.635,5008.7,"1"
"39350",66,"housemaid","divorced","basic.4y","no","yes","no","cellular","mar","thu",1,3,2,"success",-1.8,93.369,-34.8,0.635,5008.7,"1"
"39354",33,"services","single","high.school","no","yes","no","cellular","mar","fri",2,6,1,"success",-1.8,93.369,-34.8,0.636,5008.7,"0"
"39359",26,"admin.","single","university.degree","no","no","no","cellular","mar","fri",1,7,4,"failure",-1.8,93.369,-34.8,0.636,5008.7,"0"
"39365",58,"services","married","high.school","no","no","no","cellular","mar","mon",2,3,1,"success",-1.8,93.369,-34.8,0.635,5008.7,"1"
"39379",68,"retired","divorced","basic.4y","no","yes","no","cellular","mar","tue",2,11,1,"success",-1.8,93.369,-34.8,0.635,5008.7,"1"
"39386",49,"technician","divorced","professional.course","no","yes","no","cellular","mar","tue",4,3,1,"success",-1.8,93.369,-34.8,0.635,5008.7,"1"
"39390",56,"admin.","single","university.degree","no","no","no","cellular","mar","wed",1,5,1,"success",-1.8,93.369,-34.8,0.634,5008.7,"1"
"39393",27,"admin.","single","university.degree","no","yes","no","cellular","mar","wed",1,6,2,"success",-1.8,93.369,-34.8,0.634,5008.7,"1"
"39395",60,"housemaid","married","basic.4y","no","yes","yes","cellular","apr","thu",1,12,1,"success",-1.8,93.749,-34.6,0.635,5008.7,"1"
"39397",33,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",1,7,2,"success",-1.8,93.749,-34.6,0.635,5008.7,"1"
"39408",46,"technician","married","professional.course","no","no","yes","cellular","apr","tue",1,5,2,"success",-1.8,93.749,-34.6,0.638,5008.7,"1"
"39409",27,"admin.","single","university.degree","no","no","no","cellular","apr","tue",1,12,1,"success",-1.8,93.749,-34.6,0.638,5008.7,"1"
"39429",58,"housemaid","single","professional.course","no","yes","no","cellular","apr","mon",1,6,1,"success",-1.8,93.749,-34.6,0.642,5008.7,"0"
"39430",62,"entrepreneur","married","basic.9y","no","yes","no","cellular","apr","mon",2,10,1,"success",-1.8,93.749,-34.6,0.642,5008.7,"0"
"39431",58,"housemaid","single","professional.course","no","no","no","cellular","apr","mon",2,6,2,"success",-1.8,93.749,-34.6,0.642,5008.7,"0"
"39433",48,"admin.","married","professional.course","no","yes","no","cellular","apr","mon",1,7,1,"success",-1.8,93.749,-34.6,0.642,5008.7,"1"
"39437",58,"housemaid","single","professional.course","no","no","no","cellular","apr","mon",1,6,1,"success",-1.8,93.749,-34.6,0.642,5008.7,"0"
"39444",26,"admin.","single","university.degree","no","yes","yes","cellular","apr","tue",4,6,2,"success",-1.8,93.749,-34.6,0.644,5008.7,"1"
"39445",80,"housemaid","married","basic.4y","no","yes","yes","cellular","apr","tue",1,12,1,"success",-1.8,93.749,-34.6,0.644,5008.7,"1"
"39448",20,"student","single","basic.4y","no","yes","yes","cellular","apr","tue",4,6,1,"success",-1.8,93.749,-34.6,0.644,5008.7,"1"
"39452",48,"admin.","married","university.degree","no","no","no","telephone","apr","thu",1,6,2,"success",-1.8,93.749,-34.6,0.644,5008.7,"1"
"39454",48,"admin.","married","university.degree","no","yes","yes","cellular","apr","thu",1,6,2,"success",-1.8,93.749,-34.6,0.644,5008.7,"1"
"39456",35,"admin.","married","university.degree","no","yes","no","cellular","apr","thu",1,10,1,"success",-1.8,93.749,-34.6,0.644,5008.7,"1"
"39458",46,"services","single","basic.4y","no","no","no","cellular","apr","thu",3,6,1,"success",-1.8,93.749,-34.6,0.644,5008.7,"0"
"39461",35,"services","married","professional.course","no","yes","no","cellular","apr","thu",2,6,1,"success",-1.8,93.749,-34.6,0.644,5008.7,"1"
"39471",54,"admin.","married","high.school","no","no","no","cellular","apr","mon",1,12,1,"success",-1.8,93.749,-34.6,0.643,5008.7,"0"
"39472",82,"retired","divorced","basic.4y","no","no","no","cellular","apr","mon",1,6,2,"success",-1.8,93.749,-34.6,0.643,5008.7,"1"
"39474",74,"retired","divorced","basic.4y","no","no","yes","cellular","apr","mon",2,14,2,"failure",-1.8,93.749,-34.6,0.643,5008.7,"0"
"39479",75,"retired","divorced","high.school","no","no","no","telephone","apr","tue",1,6,2,"success",-1.8,93.749,-34.6,0.642,5008.7,"1"
"39491",57,"housemaid","married","basic.4y","no","no","no","cellular","apr","wed",2,6,1,"success",-1.8,93.749,-34.6,0.642,5008.7,"1"
"39492",58,"unemployed","married","basic.9y","no","yes","no","cellular","apr","thu",1,6,1,"success",-1.8,93.749,-34.6,0.644,5008.7,"1"
"39493",53,"housemaid","married","university.degree","no","yes","no","cellular","apr","thu",1,6,1,"success",-1.8,93.749,-34.6,0.644,5008.7,"1"
"39499",80,"retired","divorced","basic.4y","no","yes","yes","cellular","apr","thu",1,10,2,"success",-1.8,93.749,-34.6,0.644,5008.7,"1"
"39500",32,"admin.","single","university.degree","no","yes","yes","cellular","apr","fri",5,6,1,"success",-1.8,93.749,-34.6,0.645,5008.7,"0"
"39505",73,"retired","single","professional.course","no","no","no","cellular","apr","fri",1,6,3,"success",-1.8,93.749,-34.6,0.645,5008.7,"1"
"39506",26,"student","single","high.school","no","yes","yes","cellular","apr","fri",1,6,2,"success",-1.8,93.749,-34.6,0.645,5008.7,"1"
"39510",29,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",3,12,1,"success",-1.8,93.749,-34.6,0.645,5008.7,"0"
"39512",38,"management","divorced","university.degree","no","yes","no","cellular","apr","mon",2,6,1,"success",-1.8,93.749,-34.6,0.645,5008.7,"1"
"39515",46,"admin.","married","high.school","no","yes","yes","cellular","apr","mon",2,6,2,"success",-1.8,93.749,-34.6,0.645,5008.7,"0"
"39517",30,"student","single","high.school","no","yes","yes","cellular","apr","mon",3,10,1,"success",-1.8,93.749,-34.6,0.645,5008.7,"0"
"39521",71,"retired","married","basic.4y","no","no","no","cellular","apr","mon",2,4,1,"success",-1.8,93.749,-34.6,0.645,5008.7,"1"
"39541",33,"admin.","married","university.degree","no","yes","no","cellular","apr","wed",1,6,1,"success",-1.8,93.749,-34.6,0.654,5008.7,"1"
"39546",38,"admin.","single","high.school","no","yes","no","cellular","apr","thu",1,6,1,"success",-1.8,93.749,-34.6,0.659,5008.7,"1"
"39550",37,"technician","married","professional.course","no","no","no","cellular","apr","thu",1,18,1,"success",-1.8,93.749,-34.6,0.659,5008.7,"1"
"39557",38,"admin.","single","high.school","no","yes","yes","cellular","apr","thu",1,13,1,"success",-1.8,93.749,-34.6,0.659,5008.7,"1"
"39558",34,"technician","married","professional.course","no","yes","no","cellular","apr","fri",2,6,2,"success",-1.8,93.749,-34.6,0.663,5008.7,"0"
"39566",31,"student","single","university.degree","no","yes","yes","cellular","apr","fri",1,6,2,"success",-1.8,93.749,-34.6,0.663,5008.7,"1"
"39570",39,"admin.","married","high.school","no","yes","no","cellular","may","tue",1,3,2,"success",-1.8,93.876,-40,0.668,5008.7,"1"
"39571",52,"admin.","married","university.degree","no","no","no","cellular","may","tue",1,3,2,"success",-1.8,93.876,-40,0.668,5008.7,"0"
"39573",30,"admin.","single","university.degree","no","no","no","cellular","may","tue",1,6,1,"success",-1.8,93.876,-40,0.668,5008.7,"0"
"39575",48,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",1,3,3,"success",-1.8,93.876,-40,0.668,5008.7,"1"
"39580",43,"technician","single","professional.course","no","no","no","cellular","may","tue",2,3,2,"success",-1.8,93.876,-40,0.668,5008.7,"1"
"39582",24,"student","single","high.school","no","yes","no","cellular","may","tue",2,6,2,"success",-1.8,93.876,-40,0.668,5008.7,"1"
"39583",52,"technician","married","university.degree","no","no","yes","telephone","may","tue",1,2,2,"success",-1.8,93.876,-40,0.668,5008.7,"1"
"39585",29,"student","single","high.school","no","no","no","cellular","may","tue",1,7,1,"success",-1.8,93.876,-40,0.668,5008.7,"0"
"39589",24,"student","single","high.school","no","no","no","cellular","may","wed",1,7,2,"success",-1.8,93.876,-40,0.672,5008.7,"1"
"39590",24,"student","single","high.school","no","yes","no","cellular","may","wed",1,1,2,"success",-1.8,93.876,-40,0.672,5008.7,"0"
"39592",24,"student","single","high.school","no","yes","no","cellular","may","wed",1,3,5,"success",-1.8,93.876,-40,0.672,5008.7,"1"
"39595",29,"admin.","single","university.degree","no","no","no","cellular","may","wed",1,6,2,"failure",-1.8,93.876,-40,0.672,5008.7,"0"
"39604",37,"technician","married","university.degree","no","yes","no","cellular","may","thu",1,2,4,"success",-1.8,93.876,-40,0.677,5008.7,"1"
"39606",52,"admin.","married","university.degree","no","yes","yes","cellular","may","thu",1,3,5,"success",-1.8,93.876,-40,0.677,5008.7,"1"
"39608",52,"admin.","married","university.degree","no","no","no","cellular","may","thu",1,3,2,"success",-1.8,93.876,-40,0.677,5008.7,"1"
"39612",52,"technician","married","university.degree","no","no","no","cellular","may","thu",1,3,4,"success",-1.8,93.876,-40,0.677,5008.7,"1"
"39615",78,"retired","divorced","basic.4y","no","yes","no","cellular","may","fri",2,7,2,"success",-1.8,93.876,-40,0.682,5008.7,"0"
"39617",44,"technician","married","university.degree","no","yes","no","cellular","may","fri",2,2,1,"success",-1.8,93.876,-40,0.682,5008.7,"1"
"39620",30,"student","single","high.school","no","no","no","cellular","may","fri",2,3,2,"success",-1.8,93.876,-40,0.682,5008.7,"1"
"39624",44,"admin.","single","university.degree","no","yes","no","cellular","may","fri",4,3,1,"success",-1.8,93.876,-40,0.682,5008.7,"1"
"39628",38,"entrepreneur","married","professional.course","no","no","no","cellular","may","mon",5,3,2,"success",-1.8,93.876,-40,0.682,5008.7,"0"
"39630",38,"entrepreneur","married","professional.course","no","yes","no","cellular","may","mon",6,2,4,"success",-1.8,93.876,-40,0.682,5008.7,"1"
"39638",58,"admin.","married","high.school","no","yes","no","cellular","may","wed",1,6,1,"success",-1.8,93.876,-40,0.682,5008.7,"1"
"39639",50,"admin.","married","university.degree","no","yes","no","cellular","may","wed",2,3,3,"success",-1.8,93.876,-40,0.682,5008.7,"1"
"39640",77,"retired","married","university.degree","no","yes","no","cellular","may","wed",1,6,4,"success",-1.8,93.876,-40,0.682,5008.7,"1"
"39644",48,"unemployed","married","professional.course","no","no","no","cellular","may","wed",1,6,3,"success",-1.8,93.876,-40,0.682,5008.7,"1"
"39645",48,"unemployed","married","professional.course","no","yes","no","cellular","may","wed",1,6,2,"success",-1.8,93.876,-40,0.682,5008.7,"1"
"39646",50,"admin.","married","high.school","no","no","no","cellular","may","wed",2,3,5,"success",-1.8,93.876,-40,0.682,5008.7,"0"
"39647",40,"technician","married","professional.course","no","yes","no","cellular","may","wed",1,3,4,"success",-1.8,93.876,-40,0.682,5008.7,"1"
"39650",48,"unemployed","married","professional.course","no","no","no","telephone","may","wed",1,6,1,"success",-1.8,93.876,-40,0.682,5008.7,"1"
"39651",77,"retired","married","university.degree","no","yes","no","telephone","may","wed",1,3,4,"success",-1.8,93.876,-40,0.682,5008.7,"1"
"39652",30,"admin.","single","high.school","no","no","no","cellular","may","wed",1,13,1,"success",-1.8,93.876,-40,0.682,5008.7,"0"
"39653",47,"management","married","university.degree","no","yes","no","telephone","may","wed",2,3,3,"success",-1.8,93.876,-40,0.682,5008.7,"0"
"39655",45,"blue-collar","married","professional.course","no","yes","no","telephone","may","thu",1,6,2,"success",-1.8,93.876,-40,0.683,5008.7,"1"
"39657",58,"management","married","university.degree","no","no","no","cellular","may","thu",1,3,4,"success",-1.8,93.876,-40,0.683,5008.7,"1"
"39658",31,"admin.","married","university.degree","no","yes","no","cellular","may","thu",1,3,1,"success",-1.8,93.876,-40,0.683,5008.7,"1"
"39659",41,"unemployed","married","basic.9y","no","yes","no","cellular","may","thu",1,6,4,"success",-1.8,93.876,-40,0.683,5008.7,"1"
"39660",28,"admin.","single","high.school","no","yes","no","cellular","may","thu",1,6,1,"success",-1.8,93.876,-40,0.683,5008.7,"1"
"39661",29,"admin.","single","university.degree","no","no","no","cellular","may","thu",1,3,3,"success",-1.8,93.876,-40,0.683,5008.7,"1"
"39662",39,"services","married","high.school","no","yes","no","cellular","may","thu",2,6,3,"success",-1.8,93.876,-40,0.683,5008.7,"1"
"39663",70,"retired","married","basic.4y","no","yes","no","cellular","may","thu",1,3,2,"success",-1.8,93.876,-40,0.683,5008.7,"1"
"39664",40,"admin.","single","basic.9y","no","yes","no","cellular","may","thu",1,2,3,"success",-1.8,93.876,-40,0.683,5008.7,"1"
"39665",40,"admin.","single","basic.9y","no","yes","no","cellular","may","thu",1,3,3,"success",-1.8,93.876,-40,0.683,5008.7,"1"
"39668",29,"admin.","married","university.degree","no","yes","yes","cellular","may","fri",3,13,2,"failure",-1.8,93.876,-40,0.684,5008.7,"1"
"39669",52,"management","married","university.degree","no","no","no","cellular","may","fri",2,9,1,"success",-1.8,93.876,-40,0.684,5008.7,"1"
"39675",68,"retired","married","basic.4y","no","yes","yes","cellular","may","fri",1,6,1,"success",-1.8,93.876,-40,0.684,5008.7,"1"
"39676",33,"technician","married","professional.course","no","yes","no","cellular","may","fri",4,3,4,"success",-1.8,93.876,-40,0.684,5008.7,"1"
"39677",76,"retired","married","basic.4y","no","yes","no","cellular","may","fri",2,6,2,"success",-1.8,93.876,-40,0.684,5008.7,"1"
"39681",52,"management","married","university.degree","no","yes","no","cellular","may","fri",3,3,3,"success",-1.8,93.876,-40,0.684,5008.7,"1"
"39683",71,"admin.","married","basic.4y","no","yes","yes","cellular","may","fri",4,3,2,"success",-1.8,93.876,-40,0.684,5008.7,"1"
"39686",33,"admin.","married","university.degree","no","yes","no","cellular","may","mon",1,3,2,"success",-1.8,93.876,-40,0.685,5008.7,"1"
"39689",60,"blue-collar","married","basic.4y","no","yes","no","cellular","may","mon",2,6,2,"success",-1.8,93.876,-40,0.685,5008.7,"1"
"39690",33,"admin.","married","university.degree","no","no","no","cellular","may","mon",2,15,3,"failure",-1.8,93.876,-40,0.685,5008.7,"0"
"39691",63,"retired","married","professional.course","no","yes","yes","cellular","may","mon",2,14,1,"success",-1.8,93.876,-40,0.685,5008.7,"1"
"39694",47,"services","divorced","university.degree","no","yes","yes","cellular","may","tue",1,15,3,"failure",-1.8,93.876,-40,0.688,5008.7,"1"
"39698",28,"student","single","high.school","no","no","yes","cellular","may","wed",1,3,5,"success",-1.8,93.876,-40,0.69,5008.7,"1"
"39712",61,"blue-collar","married","basic.6y","no","yes","yes","cellular","may","fri",1,3,2,"success",-1.8,93.876,-40,0.695,5008.7,"1"
